Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 400; Time: 4.5254 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 24; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 400; Time: 21.4499 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 25; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 400; Time: 24.3028 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 26; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 400; Time: 21.7274 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 27; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 400; Time: 23.5772 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 28; 2, 2): Max: 29; Mean: 29; Variance: 0; Size: 400; Time: 25.9778 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 29; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 400; Time: 28.7493 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 30; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 400; Time: 26.0791 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 31; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 400; Time: 27.8666 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 32; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 400; Time: 30.1934 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 33; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 400; Time: 34.8167 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 34; 2, 2): Max: 35; Mean: 35; Variance: 0; Size: 400; Time: 32.0563 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 35; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 34.0821 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 36; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 400; Time: 36.7388 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 37; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 400; Time: 40.379 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 38; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 36.7609 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 39; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 400; Time: 39.4641 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(2, 40; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 400; Time: 42.0057 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 3; 2, 2): Max: 6; Mean: 5.96; Variance: 0.0384; Size: 400; Time: 5.0511 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(3, 4; 2, 2): Max: 7; Mean: 6.33; Variance: 0.2211; Size: 400; Time: 4.4493 ms; Top5_Histogram_(relative_to_max): 0 0 0 268 132 ; iter: 1, 3, 6, 12;
Z(3, 5; 2, 2): Max: 8; Mean: 7.73; Variance: 0.1971; Size: 400; Time: 5.2417 ms; Top5_Histogram_(relative_to_max): 0 0 0 108 292 ; iter: 1, 3, 6, 12;
Z(3, 6; 2, 2): Max: 9; Mean: 8.925; Variance: 0.069375; Size: 400; Time: 6.219 ms; Top5_Histogram_(relative_to_max): 0 0 0 30 370 ; iter: 1, 3, 6, 12;
Z(3, 7; 2, 2): Max: 10; Mean: 9.875; Variance: 0.109375; Size: 400; Time: 8.2317 ms; Top5_Histogram_(relative_to_max): 0 0 0 50 350 ; iter: 1, 3, 6, 12;
Z(3, 8; 2, 2): Max: 11; Mean: 10.005; Variance: 0.004975; Size: 400; Time: 6.4399 ms; Top5_Histogram_(relative_to_max): 0 0 0 398 2 ; iter: 1, 3, 6, 12;
Z(3, 9; 2, 2): Max: 12; Mean: 11.445; Variance: 0.246975; Size: 400; Time: 8.0884 ms; Top5_Histogram_(relative_to_max): 0 0 0 222 178 ; iter: 1, 3, 6, 12;
Z(3, 10; 2, 2): Max: 13; Mean: 12.615; Variance: 0.236775; Size: 400; Time: 9.0154 ms; Top5_Histogram_(relative_to_max): 0 0 0 154 246 ; iter: 1, 3, 6, 12;
Z(3, 11; 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 400; Time: 22.6327 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 12; 2, 2): Max: 15; Mean: 14.945; Variance: 0.051975; Size: 400; Time: 11.095 ms; Top5_Histogram_(relative_to_max): 0 0 0 22 378 ; iter: 1, 3, 6, 12;
Z(3, 13; 2, 2): Max: 16; Mean: 15.985; Variance: 0.014775; Size: 400; Time: 11.2232 ms; Top5_Histogram_(relative_to_max): 0 0 0 6 394 ; iter: 1, 3, 6, 12;
Z(3, 14; 2, 2): Max: 17; Mean: 17; Variance: 0; Size: 400; Time: 12.5962 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 15; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 400; Time: 14.9169 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 16; 2, 2): Max: 19; Mean: 18.795; Variance: 0.162975; Size: 400; Time: 11.3612 ms; Top5_Histogram_(relative_to_max): 0 0 0 82 318 ; iter: 1, 3, 6, 12;
Z(3, 17; 2, 2): Max: 20; Mean: 19.97; Variance: 0.0291; Size: 400; Time: 13.2485 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 388 ; iter: 1, 3, 6, 12;
Z(3, 18; 2, 2): Max: 21; Mean: 20.99; Variance: 0.0099; Size: 400; Time: 15.6146 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(3, 19; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 400; Time: 19.3004 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 20; 2, 2): Max: 23; Mean: 22.63; Variance: 0.2331; Size: 400; Time: 14.8156 ms; Top5_Histogram_(relative_to_max): 0 0 0 148 252 ; iter: 1, 3, 6, 12;
Z(3, 21; 2, 2): Max: 24; Mean: 23.945; Variance: 0.051975; Size: 400; Time: 16.603 ms; Top5_Histogram_(relative_to_max): 0 0 0 22 378 ; iter: 1, 3, 6, 12;
Z(3, 22; 2, 2): Max: 25; Mean: 24.96; Variance: 0.0384; Size: 400; Time: 19.2528 ms; Top5_Histogram_(relative_to_max): 0 0 0 16 384 ; iter: 1, 3, 6, 12;
Z(3, 23; 2, 2): Max: 26; Mean: 26; Variance: 0; Size: 400; Time: 28.6222 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 24; 2, 2): Max: 27; Mean: 26.525; Variance: 0.249375; Size: 400; Time: 18.6373 ms; Top5_Histogram_(relative_to_max): 0 0 0 190 210 ; iter: 1, 3, 6, 12;
Z(3, 25; 2, 2): Max: 28; Mean: 27.895; Variance: 0.093975; Size: 400; Time: 20.1568 ms; Top5_Histogram_(relative_to_max): 0 0 0 42 358 ; iter: 1, 3, 6, 12;
Z(3, 26; 2, 2): Max: 29; Mean: 28.99; Variance: 0.0099; Size: 400; Time: 23.2073 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(3, 27; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 400; Time: 28.0174 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 28; 2, 2): Max: 31; Mean: 30.545; Variance: 0.247975; Size: 400; Time: 21.802 ms; Top5_Histogram_(relative_to_max): 0 0 0 182 218 ; iter: 1, 3, 6, 12;
Z(3, 29; 2, 2): Max: 32; Mean: 31.905; Variance: 0.085975; Size: 400; Time: 24.2458 ms; Top5_Histogram_(relative_to_max): 0 0 0 38 362 ; iter: 1, 3, 6, 12;
Z(3, 30; 2, 2): Max: 33; Mean: 32.99; Variance: 0.0099; Size: 400; Time: 27.5998 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(3, 31; 2, 2): Max: 34; Mean: 33.995; Variance: 0.004975; Size: 400; Time: 32.8383 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(3, 32; 2, 2): Max: 35; Mean: 34.47; Variance: 0.2491; Size: 400; Time: 25.9043 ms; Top5_Histogram_(relative_to_max): 0 0 0 212 188 ; iter: 1, 3, 6, 12;
Z(3, 33; 2, 2): Max: 36; Mean: 35.915; Variance: 0.077775; Size: 400; Time: 28.8188 ms; Top5_Histogram_(relative_to_max): 0 0 0 34 366 ; iter: 1, 3, 6, 12;
Z(3, 34; 2, 2): Max: 37; Mean: 36.975; Variance: 0.024375; Size: 400; Time: 32.8572 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 390 ; iter: 1, 3, 6, 12;
Z(3, 35; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 400; Time: 39.1337 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 36; 2, 2): Max: 39; Mean: 38.49; Variance: 0.2499; Size: 400; Time: 30.901 ms; Top5_Histogram_(relative_to_max): 0 0 0 204 196 ; iter: 1, 3, 6, 12;
Z(3, 37; 2, 2): Max: 40; Mean: 39.885; Variance: 0.101775; Size: 400; Time: 34.379 ms; Top5_Histogram_(relative_to_max): 0 0 0 46 354 ; iter: 1, 3, 6, 12;
Z(3, 38; 2, 2): Max: 41; Mean: 40.965; Variance: 0.033775; Size: 400; Time: 38.3876 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(3, 39; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 45.1652 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(3, 40; 2, 2): Max: 43; Mean: 42.51; Variance: 0.2499; Size: 400; Time: 36.5627 ms; Top5_Histogram_(relative_to_max): 0 0 0 196 204 ; iter: 1, 3, 6, 12;
Z(4, 4; 2, 2): Max: 9; Mean: 9; Variance: 0; Size: 400; Time: 5.4349 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(4, 5; 2, 2): Max: 10; Mean: 10; Variance: 0; Size: 400; Time: 6.3037 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(4, 6; 2, 2): Max: 12; Mean: 11.615; Variance: 0.236775; Size: 400; Time: 9.5786 ms; Top5_Histogram_(relative_to_max): 0 0 0 154 246 ; iter: 1, 3, 6, 12;
Z(4, 7; 2, 2): Max: 13; Mean: 12.135; Variance: 0.116775; Size: 400; Time: 7.5878 ms; Top5_Histogram_(relative_to_max): 0 0 0 346 54 ; iter: 1, 3, 6, 12;
Z(4, 8; 2, 2): Max: 14; Mean: 13.01; Variance: 0.0099; Size: 400; Time: 8.7499 ms; Top5_Histogram_(relative_to_max): 0 0 0 396 4 ; iter: 1, 3, 6, 12;
Z(4, 9; 2, 2): Max: 15; Mean: 14.57; Variance: 0.2451; Size: 400; Time: 10.9294 ms; Top5_Histogram_(relative_to_max): 0 0 0 172 228 ; iter: 1, 3, 6, 12;
Z(4, 10; 2, 2): Max: 16; Mean: 15.675; Variance: 0.219375; Size: 400; Time: 13.8994 ms; Top5_Histogram_(relative_to_max): 0 0 0 130 270 ; iter: 1, 3, 6, 12;
Z(4, 11; 2, 2): Max: 17; Mean: 16.21; Variance: 0.1659; Size: 400; Time: 10.8342 ms; Top5_Histogram_(relative_to_max): 0 0 0 316 84 ; iter: 1, 3, 6, 12;
Z(4, 12; 2, 2): Max: 18; Mean: 17.505; Variance: 0.249975; Size: 400; Time: 12.6228 ms; Top5_Histogram_(relative_to_max): 0 0 0 198 202 ; iter: 1, 3, 6, 12;
Z(4, 13; 2, 2): Max: 19; Mean: 18.015; Variance: 0.014775; Size: 400; Time: 16.6125 ms; Top5_Histogram_(relative_to_max): 0 0 0 394 6 ; iter: 1, 3, 6, 12;
Z(4, 14; 2, 2): Max: 20; Mean: 19; Variance: 0.01; Size: 400; Time: 25.1489 ms; Top5_Histogram_(relative_to_max): 0 0 2 396 2 ; iter: 1, 3, 6, 12;
Z(4, 15; 2, 2): Max: 21; Mean: 20.02; Variance: 0.0196; Size: 400; Time: 14.8461 ms; Top5_Histogram_(relative_to_max): 0 0 0 392 8 ; iter: 1, 3, 6, 12;
Z(4, 16; 2, 2): Max: 22; Mean: 21.025; Variance: 0.074375; Size: 400; Time: 22.2436 ms; Top5_Histogram_(relative_to_max): 0 0 10 370 20 ; iter: 1, 3, 6, 12;
Z(4, 17; 2, 2): Max: 23; Mean: 22.17; Variance: 0.1411; Size: 400; Time: 33.3918 ms; Top5_Histogram_(relative_to_max): 0 0 0 332 68 ; iter: 1, 3, 6, 12;
Z(4, 18; 2, 2): Max: 24; Mean: 23.76; Variance: 0.1924; Size: 400; Time: 35.8154 ms; Top5_Histogram_(relative_to_max): 0 0 2 92 306 ; iter: 1, 3, 6, 12;
Z(4, 19; 2, 2): Max: 25; Mean: 24.035; Variance: 0.033775; Size: 400; Time: 19.7032 ms; Top5_Histogram_(relative_to_max): 0 0 0 386 14 ; iter: 1, 3, 6, 12;
Z(4, 20; 2, 2): Max: 26; Mean: 25.49; Variance: 0.2799; Size: 400; Time: 91.393 ms; Top5_Histogram_(relative_to_max): 0 0 6 192 202 ; iter: 1, 3, 6, 12;
Z(4, 21; 2, 2): Max: 27; Mean: 26.715; Variance: 0.233775; Size: 400; Time: 38.9094 ms; Top5_Histogram_(relative_to_max): 0 0 6 102 292 ; iter: 1, 3, 6, 12;
Z(4, 22; 2, 2): Max: 28; Mean: 27.75; Variance: 0.1875; Size: 400; Time: 47.3675 ms; Top5_Histogram_(relative_to_max): 0 0 0 100 300 ; iter: 1, 3, 6, 12;
Z(4, 23; 2, 2): Max: 29; Mean: 28.495; Variance: 0.249975; Size: 400; Time: 139.604 ms; Top5_Histogram_(relative_to_max): 0 0 0 202 198 ; iter: 1, 3, 6, 12;
Z(4, 24; 2, 2): Max: 30; Mean: 29.95; Variance: 0.0475; Size: 400; Time: 53.1207 ms; Top5_Histogram_(relative_to_max): 0 0 0 20 380 ; iter: 1, 3, 6, 12;
Z(4, 25; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 400; Time: 40.4598 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(4, 26; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 400; Time: 42.2905 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(4, 27; 2, 2): Max: 33; Mean: 32.15; Variance: 0.1275; Size: 400; Time: 31.4824 ms; Top5_Histogram_(relative_to_max): 0 0 0 340 60 ; iter: 1, 3, 6, 12;
Z(4, 28; 2, 2): Max: 34; Mean: 33.505; Variance: 0.249975; Size: 400; Time: 36.1848 ms; Top5_Histogram_(relative_to_max): 0 0 0 198 202 ; iter: 1, 3, 6, 12;
Z(4, 29; 2, 2): Max: 35; Mean: 34.97; Variance: 0.0291; Size: 400; Time: 50.5704 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 388 ; iter: 1, 3, 6, 12;
Z(4, 30; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 48.4157 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(4, 31; 2, 2): Max: 37; Mean: 36.065; Variance: 0.060775; Size: 400; Time: 41.0152 ms; Top5_Histogram_(relative_to_max): 0 0 0 374 26 ; iter: 1, 3, 6, 12;
Z(4, 32; 2, 2): Max: 38; Mean: 37.41; Variance: 0.2419; Size: 400; Time: 52.523 ms; Top5_Histogram_(relative_to_max): 0 0 0 236 164 ; iter: 1, 3, 6, 12;
Z(4, 33; 2, 2): Max: 39; Mean: 38.91; Variance: 0.0819; Size: 400; Time: 84.1042 ms; Top5_Histogram_(relative_to_max): 0 0 0 36 364 ; iter: 1, 3, 6, 12;
Z(4, 34; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 400; Time: 63.5956 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(4, 35; 2, 2): Max: 41; Mean: 40.83; Variance: 0.1411; Size: 400; Time: 46.2937 ms; Top5_Histogram_(relative_to_max): 0 0 0 68 332 ; iter: 1, 3, 6, 12;
Z(4, 36; 2, 2): Max: 42; Mean: 41.09; Variance: 0.0819; Size: 400; Time: 47.2229 ms; Top5_Histogram_(relative_to_max): 0 0 0 364 36 ; iter: 1, 3, 6, 12;
Z(4, 37; 2, 2): Max: 43; Mean: 42.64; Variance: 0.2304; Size: 400; Time: 55.1295 ms; Top5_Histogram_(relative_to_max): 0 0 0 144 256 ; iter: 1, 3, 6, 12;
Z(4, 38; 2, 2): Max: 44; Mean: 43.99; Variance: 0.0099; Size: 400; Time: 64.1055 ms; Top5_Histogram_(relative_to_max): 0 0 0 4 396 ; iter: 1, 3, 6, 12;
Z(4, 39; 2, 2): Max: 45; Mean: 44.67; Variance: 0.2211; Size: 400; Time: 52.1559 ms; Top5_Histogram_(relative_to_max): 0 0 0 132 268 ; iter: 1, 3, 6, 12;
Z(4, 40; 2, 2): Max: 46; Mean: 45.59; Variance: 0.2419; Size: 400; Time: 56.0224 ms; Top5_Histogram_(relative_to_max): 0 0 0 164 236 ; iter: 1, 3, 6, 12;
Z(5, 5; 2, 2): Max: 12; Mean: 12; Variance: 0; Size: 400; Time: 6.9798 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 6; 2, 2): Max: 14; Mean: 14; Variance: 0; Size: 400; Time: 9.7217 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 7; 2, 2): Max: 15; Mean: 15; Variance: 0; Size: 400; Time: 8.8802 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 8; 2, 2): Max: 17; Mean: 16.405; Variance: 0.240975; Size: 400; Time: 10.9802 ms; Top5_Histogram_(relative_to_max): 0 0 0 238 162 ; iter: 1, 3, 6, 12;
Z(5, 9; 2, 2): Max: 18; Mean: 18; Variance: 0; Size: 400; Time: 12.7523 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 10; 2, 2): Max: 20; Mean: 19.085; Variance: 0.097775; Size: 400; Time: 17.2921 ms; Top5_Histogram_(relative_to_max): 0 0 4 358 38 ; iter: 1, 3, 6, 12;
Z(5, 11; 2, 2): Max: 20; Mean: 20; Variance: 0; Size: 400; Time: 13.2368 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 12; 2, 2): Max: 22; Mean: 21.095; Variance: 0.085975; Size: 400; Time: 16.2566 ms; Top5_Histogram_(relative_to_max): 0 0 0 362 38 ; iter: 1, 3, 6, 12;
Z(5, 13; 2, 2): Max: 23; Mean: 22.07; Variance: 0.0751; Size: 400; Time: 19.5955 ms; Top5_Histogram_(relative_to_max): 0 0 2 368 30 ; iter: 1, 3, 6, 12;
Z(5, 14; 2, 2): Max: 24; Mean: 23.33; Variance: 0.2211; Size: 400; Time: 24.99 ms; Top5_Histogram_(relative_to_max): 0 0 0 268 132 ; iter: 1, 3, 6, 12;
Z(5, 15; 2, 2): Max: 25; Mean: 23.475; Variance: 0.259375; Size: 400; Time: 17.3784 ms; Top5_Histogram_(relative_to_max): 0 0 212 186 2 ; iter: 1, 3, 6, 12;
Z(5, 16; 2, 2): Max: 26; Mean: 25.21; Variance: 0.1659; Size: 400; Time: 22.7164 ms; Top5_Histogram_(relative_to_max): 0 0 0 316 84 ; iter: 1, 3, 6, 12;
Z(5, 17; 2, 2): Max: 27; Mean: 26.45; Variance: 0.2475; Size: 400; Time: 26.3418 ms; Top5_Histogram_(relative_to_max): 0 0 0 220 180 ; iter: 1, 3, 6, 12;
Z(5, 18; 2, 2): Max: 28; Mean: 27.83; Variance: 0.1411; Size: 400; Time: 32.6424 ms; Top5_Histogram_(relative_to_max): 0 0 0 68 332 ; iter: 1, 3, 6, 12;
Z(5, 19; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 400; Time: 23.9341 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 20; 2, 2): Max: 30; Mean: 29.18; Variance: 0.1476; Size: 400; Time: 30.0186 ms; Top5_Histogram_(relative_to_max): 0 0 0 328 72 ; iter: 1, 3, 6, 12;
Z(5, 21; 2, 2): Max: 31; Mean: 29.865; Variance: 0.166775; Size: 400; Time: 35.5146 ms; Top5_Histogram_(relative_to_max): 0 2 58 332 8 ; iter: 1, 3, 6, 12;
Z(5, 22; 2, 2): Max: 32; Mean: 30.465; Variance: 0.388775; Size: 400; Time: 50.0604 ms; Top5_Histogram_(relative_to_max): 0 20 182 190 8 ; iter: 1, 3, 6, 12;
Z(5, 23; 2, 2): Max: 33; Mean: 32; Variance: 0.03; Size: 400; Time: 34.1002 ms; Top5_Histogram_(relative_to_max): 0 0 6 388 6 ; iter: 1, 3, 6, 12;
Z(5, 24; 2, 2): Max: 34; Mean: 32.985; Variance: 0.174775; Size: 400; Time: 37.9392 ms; Top5_Histogram_(relative_to_max): 0 0 38 330 32 ; iter: 1, 3, 6, 12;
Z(5, 25; 2, 2): Max: 35; Mean: 33.675; Variance: 0.289375; Size: 400; Time: 43.7482 ms; Top5_Histogram_(relative_to_max): 0 10 114 272 4 ; iter: 1, 3, 6, 12;
Z(5, 26; 2, 2): Max: 36; Mean: 34.39; Variance: 0.4879; Size: 400; Time: 63.6637 ms; Top5_Histogram_(relative_to_max): 0 42 168 182 8 ; iter: 1, 3, 6, 12;
Z(5, 27; 2, 2): Max: 37; Mean: 35.975; Variance: 0.094375; Size: 400; Time: 40.2081 ms; Top5_Histogram_(relative_to_max): 0 0 24 362 14 ; iter: 1, 3, 6, 12;
Z(5, 28; 2, 2): Max: 38; Mean: 36.84; Variance: 0.3044; Size: 400; Time: 46.264 ms; Top5_Histogram_(relative_to_max): 0 12 62 304 22 ; iter: 1, 3, 6, 12;
