Z(2, 2; 2, 2): Max: 3; Mean: 3; Variance: 0; Size: 400; Time: 5.9033 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(5, 29; 2, 2): Max: 39; Mean: 37.555; Variance: 0.426975; Size: 400; Time: 64.3654 ms; Top5_Histogram_(relative_to_max): 0 20 154 210 16 ; iter: 1, 3, 6, 12;
Z(5, 30; 2, 2): Max: 40; Mean: 38.505; Variance: 0.799975; Size: 400; Time: 129.712 ms; Top5_Histogram_(relative_to_max): 0 46 170 120 64 ; iter: 1, 3, 6, 12;
Z(5, 31; 2, 2): Max: 41; Mean: 39.98; Variance: 0.0696; Size: 400; Time: 53.8814 ms; Top5_Histogram_(relative_to_max): 0 0 18 372 10 ; iter: 1, 3, 6, 12;
Z(5, 32; 2, 2): Max: 42; Mean: 40.835; Variance: 0.287775; Size: 400; Time: 57.297 ms; Top5_Histogram_(relative_to_max): 0 4 84 286 26 ; iter: 1, 3, 6, 12;
Z(5, 33; 2, 2): Max: 43; Mean: 41.61; Variance: 0.3779; Size: 400; Time: 74.2642 ms; Top5_Histogram_(relative_to_max): 0 12 148 224 16 ; iter: 1, 3, 6, 12;
Z(5, 34; 2, 2): Max: 44; Mean: 42.74; Variance: 0.9124; Size: 400; Time: 198.008 ms; Top5_Histogram_(relative_to_max): 0 24 176 80 120 ; iter: 1, 3, 6, 12;
Z(5, 35; 2, 2): Max: 45; Mean: 43.945; Variance: 0.091975; Size: 400; Time: 60.7884 ms; Top5_Histogram_(relative_to_max): 0 0 30 362 8 ; iter: 1, 3, 6, 12;
Z(5, 36; 2, 2): Max: 46; Mean: 44.575; Variance: 0.394375; Size: 400; Time: 67.9379 ms; Top5_Histogram_(relative_to_max): 0 22 134 236 8 ; iter: 1, 3, 6, 12;
Z(5, 37; 2, 2): Max: 47; Mean: 45.79; Variance: 0.6759; Size: 400; Time: 161.388 ms; Top5_Histogram_(relative_to_max): 0 16 138 160 86 ; iter: 1, 3, 6, 12;
Z(5, 38; 2, 2): Max: 48; Mean: 47.49; Variance: 0.6899; Size: 400; Time: 359.613 ms; Top5_Histogram_(relative_to_max): 0 6 70 46 278 ; iter: 1, 3, 6, 12;
Z(5, 39; 2, 2): Max: 49; Mean: 47.805; Variance: 0.176975; Size: 400; Time: 68.9039 ms; Top5_Histogram_(relative_to_max): 0 0 82 314 4 ; iter: 1, 3, 6, 12;
Z(5, 40; 2, 2): Max: 50; Mean: 48.75; Variance: 0.4575; Size: 400; Time: 84.0634 ms; Top5_Histogram_(relative_to_max): 0 6 136 210 48 ; iter: 1, 3, 6, 12;
Z(6, 6; 2, 2): Max: 16; Mean: 16; Variance: 0; Size: 400; Time: 10.971 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 7; 2, 2): Max: 18; Mean: 17.33; Variance: 0.2511; Size: 400; Time: 16.2329 ms; Top5_Histogram_(relative_to_max): 0 0 6 256 138 ; iter: 1, 3, 6, 12;
Z(6, 8; 2, 2): Max: 19; Mean: 19; Variance: 0; Size: 400; Time: 12.5692 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 9; 2, 2): Max: 21; Mean: 20.25; Variance: 0.2075; Size: 400; Time: 15.2673 ms; Top5_Histogram_(relative_to_max): 0 0 4 292 104 ; iter: 1, 3, 6, 12;
Z(6, 10; 2, 2): Max: 22; Mean: 22; Variance: 0; Size: 400; Time: 17.3262 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 11; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 400; Time: 21.7853 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 12; 2, 2): Max: 25; Mean: 25; Variance: 0; Size: 400; Time: 19.457 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 13; 2, 2): Max: 27; Mean: 26.02; Variance: 0.0296; Size: 400; Time: 22.1812 ms; Top5_Histogram_(relative_to_max): 0 0 2 388 10 ; iter: 1, 3, 6, 12;
Z(6, 14; 2, 2): Max: 28; Mean: 27.3; Variance: 0.22; Size: 400; Time: 27.4506 ms; Top5_Histogram_(relative_to_max): 0 0 2 276 122 ; iter: 1, 3, 6, 12;
Z(6, 15; 2, 2): Max: 30; Mean: 29.395; Variance: 0.258975; Size: 400; Time: 33.6863 ms; Top5_Histogram_(relative_to_max): 0 0 4 234 162 ; iter: 1, 3, 6, 12;
Z(6, 16; 2, 2): Max: 30; Mean: 29.175; Variance: 0.144375; Size: 400; Time: 27.5227 ms; Top5_Histogram_(relative_to_max): 0 0 0 330 70 ; iter: 1, 3, 6, 12;
Z(6, 17; 2, 2): Max: 32; Mean: 31.45; Variance: 0.2475; Size: 400; Time: 30.9416 ms; Top5_Histogram_(relative_to_max): 0 0 0 220 180 ; iter: 1, 3, 6, 12;
Z(6, 18; 2, 2): Max: 32; Mean: 32; Variance: 0; Size: 400; Time: 36.1774 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 19; 2, 2): Max: 34; Mean: 33.72; Variance: 0.2016; Size: 400; Time: 43.5985 ms; Top5_Histogram_(relative_to_max): 0 0 0 112 288 ; iter: 1, 3, 6, 12;
Z(6, 20; 2, 2): Max: 35; Mean: 34.095; Variance: 0.085975; Size: 400; Time: 36.7415 ms; Top5_Histogram_(relative_to_max): 0 0 0 362 38 ; iter: 1, 3, 6, 12;
Z(6, 21; 2, 2): Max: 36; Mean: 35.01; Variance: 0.0099; Size: 400; Time: 40.6084 ms; Top5_Histogram_(relative_to_max): 0 0 0 396 4 ; iter: 1, 3, 6, 12;
Z(6, 22; 2, 2): Max: 37; Mean: 36.055; Variance: 0.051975; Size: 400; Time: 45.6342 ms; Top5_Histogram_(relative_to_max): 0 0 0 378 22 ; iter: 1, 3, 6, 12;
Z(6, 23; 2, 2): Max: 38; Mean: 36.79; Variance: 0.3559; Size: 400; Time: 56.0165 ms; Top5_Histogram_(relative_to_max): 0 0 122 240 38 ; iter: 1, 3, 6, 12;
Z(6, 24; 2, 2): Max: 38; Mean: 38; Variance: 0; Size: 400; Time: 45.297 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 25; 2, 2): Max: 40; Mean: 38.45; Variance: 0.2775; Size: 400; Time: 48.5653 ms; Top5_Histogram_(relative_to_max): 0 0 226 168 6 ; iter: 1, 3, 6, 12;
Z(6, 26; 2, 2): Max: 40; Mean: 40; Variance: 0; Size: 400; Time: 57.9448 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 27; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 64.566 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 28; 2, 2): Max: 42; Mean: 41.015; Variance: 0.014775; Size: 400; Time: 51.9456 ms; Top5_Histogram_(relative_to_max): 0 0 0 394 6 ; iter: 1, 3, 6, 12;
Z(6, 29; 2, 2): Max: 44; Mean: 43.215; Variance: 0.168775; Size: 400; Time: 64.6929 ms; Top5_Histogram_(relative_to_max): 0 0 0 314 86 ; iter: 1, 3, 6, 12;
Z(6, 30; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 400; Time: 72.0161 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(6, 31; 2, 2): Max: 45; Mean: 44.235; Variance: 0.909775; Size: 400; Time: 84.8148 ms; Top5_Histogram_(relative_to_max): 0 30 56 104 210 ; iter: 1, 3, 6, 12;
Z(6, 32; 2, 2): Max: 46; Mean: 44.915; Variance: 0.117775; Size: 400; Time: 64.289 ms; Top5_Histogram_(relative_to_max): 0 0 42 350 8 ; iter: 1, 3, 6, 12;
Z(6, 33; 2, 2): Max: 48; Mean: 46.93; Variance: 0.0751; Size: 400; Time: 77.197 ms; Top5_Histogram_(relative_to_max): 0 0 30 368 2 ; iter: 1, 3, 6, 12;
Z(6, 34; 2, 2): Max: 49; Mean: 47.825; Variance: 0.184375; Size: 400; Time: 85.9104 ms; Top5_Histogram_(relative_to_max): 0 4 66 326 4 ; iter: 1, 3, 6, 12;
Z(6, 35; 2, 2): Max: 50; Mean: 46.56; Variance: 0.7164; Size: 400; Time: 157.281 ms; Top5_Histogram_(relative_to_max): 202 136 42 2 4 ; iter: 1, 3, 6, 12;
Z(6, 36; 2, 2): Max: 49; Mean: 48.845; Variance: 0.130975; Size: 400; Time: 74.3001 ms; Top5_Histogram_(relative_to_max): 0 0 0 62 338 ; iter: 1, 3, 6, 12;
Z(6, 37; 2, 2): Max: 52; Mean: 50.89; Variance: 0.1379; Size: 400; Time: 91.9097 ms; Top5_Histogram_(relative_to_max): 0 4 40 352 4 ; iter: 1, 3, 6, 12;
Z(6, 38; 2, 2): Max: 53; Mean: 51.83; Variance: 0.1911; Size: 400; Time: 101.327 ms; Top5_Histogram_(relative_to_max): 0 8 54 336 2 ; iter: 1, 3, 6, 12;
Z(6, 39; 2, 2): Max: 54; Mean: 50.515; Variance: 1.01977; Size: 400; Time: 209.578 ms; Top5_Histogram_(relative_to_max): 236 100 30 4 14 ; iter: 1, 3, 6, 12;
Z(6, 40; 2, 2): Max: 54; Mean: 53.945; Variance: 0.051975; Size: 400; Time: 88.7764 ms; Top5_Histogram_(relative_to_max): 0 0 0 22 378 ; iter: 1, 3, 6, 12;
Z(7, 7; 2, 2): Max: 21; Mean: 21; Variance: 0; Size: 400; Time: 13.3774 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 8; 2, 2): Max: 22; Mean: 21.285; Variance: 0.313775; Size: 400; Time: 17.0522 ms; Top5_Histogram_(relative_to_max): 0 0 22 242 136 ; iter: 1, 3, 6, 12;
Z(7, 9; 2, 2): Max: 24; Mean: 24; Variance: 0; Size: 400; Time: 20.3134 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 10; 2, 2): Max: 25; Mean: 24.075; Variance: 0.079375; Size: 400; Time: 17.6273 ms; Top5_Histogram_(relative_to_max): 0 0 2 366 32 ; iter: 1, 3, 6, 12;
Z(7, 11; 2, 2): Max: 27; Mean: 27; Variance: 0; Size: 400; Time: 20.6728 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 12; 2, 2): Max: 28; Mean: 28; Variance: 0; Size: 400; Time: 24.8038 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 13; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 400; Time: 30.5187 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 14; 2, 2): Max: 31; Mean: 31; Variance: 0; Size: 400; Time: 26.9662 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 15; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 400; Time: 30.819 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 16; 2, 2): Max: 34; Mean: 34; Variance: 0; Size: 400; Time: 35.8867 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 17; 2, 2): Max: 36; Mean: 35.29; Variance: 0.2159; Size: 400; Time: 44.458 ms; Top5_Histogram_(relative_to_max): 0 0 2 280 118 ; iter: 1, 3, 6, 12;
Z(7, 18; 2, 2): Max: 37; Mean: 37; Variance: 0; Size: 400; Time: 37.125 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 19; 2, 2): Max: 39; Mean: 38.09; Variance: 0.1019; Size: 400; Time: 41.9809 ms; Top5_Histogram_(relative_to_max): 0 0 4 356 40 ; iter: 1, 3, 6, 12;
Z(7, 20; 2, 2): Max: 40; Mean: 39.905; Variance: 0.085975; Size: 400; Time: 47.1418 ms; Top5_Histogram_(relative_to_max): 0 0 0 38 362 ; iter: 1, 3, 6, 12;
Z(7, 21; 2, 2): Max: 42; Mean: 40.565; Variance: 0.375775; Size: 400; Time: 59.9533 ms; Top5_Histogram_(relative_to_max): 0 6 182 192 20 ; iter: 1, 3, 6, 12;
Z(7, 22; 2, 2): Max: 42; Mean: 41.155; Variance: 0.140975; Size: 400; Time: 48.7222 ms; Top5_Histogram_(relative_to_max): 0 0 2 334 64 ; iter: 1, 3, 6, 12;
Z(7, 23; 2, 2): Max: 43; Mean: 42.205; Variance: 0.162975; Size: 400; Time: 54.32 ms; Top5_Histogram_(relative_to_max): 0 0 0 318 82 ; iter: 1, 3, 6, 12;
Z(7, 24; 2, 2): Max: 45; Mean: 44.025; Variance: 0.024375; Size: 400; Time: 61.7885 ms; Top5_Histogram_(relative_to_max): 0 0 0 390 10 ; iter: 1, 3, 6, 12;
Z(7, 25; 2, 2): Max: 46; Mean: 45.11; Variance: 0.3379; Size: 400; Time: 73.85 ms; Top5_Histogram_(relative_to_max): 0 0 48 260 92 ; iter: 1, 3, 6, 12;
Z(7, 26; 2, 2): Max: 47; Mean: 46.09; Variance: 0.0819; Size: 400; Time: 62.5849 ms; Top5_Histogram_(relative_to_max): 0 0 0 364 36 ; iter: 1, 3, 6, 12;
Z(7, 27; 2, 2): Max: 48; Mean: 47.025; Variance: 0.024375; Size: 400; Time: 65.4767 ms; Top5_Histogram_(relative_to_max): 0 0 0 390 10 ; iter: 1, 3, 6, 12;
Z(7, 28; 2, 2): Max: 49; Mean: 49; Variance: 0; Size: 400; Time: 75.5423 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 29; 2, 2): Max: 50; Mean: 49.01; Variance: 0.0099; Size: 400; Time: 88.7354 ms; Top5_Histogram_(relative_to_max): 0 0 0 396 4 ; iter: 1, 3, 6, 12;
Z(7, 30; 2, 2): Max: 51; Mean: 51; Variance: 0; Size: 400; Time: 77.6485 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 31; 2, 2): Max: 52; Mean: 52; Variance: 0; Size: 400; Time: 83.2058 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 32; 2, 2): Max: 53; Mean: 53; Variance: 0; Size: 400; Time: 92.2936 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 33; 2, 2): Max: 54; Mean: 52.575; Variance: 0.314375; Size: 400; Time: 108.132 ms; Top5_Histogram_(relative_to_max): 0 0 184 202 14 ; iter: 1, 3, 6, 12;
Z(7, 34; 2, 2): Max: 54; Mean: 54; Variance: 0; Size: 400; Time: 91.3823 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 35; 2, 2): Max: 55; Mean: 54.31; Variance: 0.2139; Size: 400; Time: 101.073 ms; Top5_Histogram_(relative_to_max): 0 0 0 276 124 ; iter: 1, 3, 6, 12;
Z(7, 36; 2, 2): Max: 57; Mean: 57; Variance: 0; Size: 400; Time: 108.644 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 37; 2, 2): Max: 58; Mean: 56.595; Variance: 0.300975; Size: 400; Time: 126.234 ms; Top5_Histogram_(relative_to_max): 0 0 174 214 12 ; iter: 1, 3, 6, 12;
Z(7, 38; 2, 2): Max: 58; Mean: 58; Variance: 0; Size: 400; Time: 108.576 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 39; 2, 2): Max: 59; Mean: 59; Variance: 0; Size: 400; Time: 120.383 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(7, 40; 2, 2): Max: 61; Mean: 61; Variance: 0; Size: 400; Time: 127.47 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 8; 2, 2): Max: 24; Mean: 23.97; Variance: 0.0291; Size: 400; Time: 22.4515 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 388 ; iter: 1, 3, 6, 12;
Z(8, 9; 2, 2): Max: 26; Mean: 25.965; Variance: 0.033775; Size: 400; Time: 18.0079 ms; Top5_Histogram_(relative_to_max): 0 0 0 14 386 ; iter: 1, 3, 6, 12;
Z(8, 10; 2, 2): Max: 28; Mean: 27.905; Variance: 0.095975; Size: 400; Time: 22.3819 ms; Top5_Histogram_(relative_to_max): 0 0 2 34 364 ; iter: 1, 3, 6, 12;
Z(8, 11; 2, 2): Max: 30; Mean: 30; Variance: 0; Size: 400; Time: 24.2855 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 12; 2, 2): Max: 32; Mean: 30.865; Variance: 0.216775; Size: 400; Time: 34.6583 ms; Top5_Histogram_(relative_to_max): 0 0 74 306 20 ; iter: 1, 3, 6, 12;
Z(8, 13; 2, 2): Max: 33; Mean: 33; Variance: 0; Size: 400; Time: 27.4049 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 14; 2, 2): Max: 35; Mean: 34.035; Variance: 0.053775; Size: 400; Time: 32.2151 ms; Top5_Histogram_(relative_to_max): 0 0 4 378 18 ; iter: 1, 3, 6, 12;
Z(8, 15; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 36.8526 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 16; 2, 2): Max: 38; Mean: 37.17; Variance: 0.2011; Size: 400; Time: 48.4306 ms; Top5_Histogram_(relative_to_max): 0 0 12 308 80 ; iter: 1, 3, 6, 12;
Z(8, 17; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 39.126 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 18; 2, 2): Max: 41; Mean: 41; Variance: 0; Size: 400; Time: 44.3486 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 19; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 50.1739 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 20; 2, 2): Max: 44; Mean: 44; Variance: 0; Size: 400; Time: 59.8387 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 21; 2, 2): Max: 45; Mean: 45; Variance: 0; Size: 400; Time: 52.9061 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 22; 2, 2): Max: 47; Mean: 47; Variance: 0; Size: 400; Time: 57.7886 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 23; 2, 2): Max: 48; Mean: 48; Variance: 0; Size: 400; Time: 64.5182 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 24; 2, 2): Max: 50; Mean: 49.975; Variance: 0.024375; Size: 400; Time: 77.7039 ms; Top5_Histogram_(relative_to_max): 0 0 0 10 390 ; iter: 1, 3, 6, 12;
Z(8, 25; 2, 2): Max: 51; Mean: 51; Variance: 0; Size: 400; Time: 68.9531 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 26; 2, 2): Max: 53; Mean: 52.08; Variance: 0.0936; Size: 400; Time: 75.3368 ms; Top5_Histogram_(relative_to_max): 0 0 4 360 36 ; iter: 1, 3, 6, 12;
Z(8, 27; 2, 2): Max: 54; Mean: 52.685; Variance: 0.365775; Size: 400; Time: 83.1379 ms; Top5_Histogram_(relative_to_max): 0 2 150 220 28 ; iter: 1, 3, 6, 12;
Z(8, 28; 2, 2): Max: 56; Mean: 54.525; Variance: 0.309375; Size: 400; Time: 99.7802 ms; Top5_Histogram_(relative_to_max): 0 8 178 210 4 ; iter: 1, 3, 6, 12;
Z(8, 29; 2, 2): Max: 56; Mean: 55.01; Variance: 0.0199; Size: 400; Time: 84.2598 ms; Top5_Histogram_(relative_to_max): 0 0 2 392 6 ; iter: 1, 3, 6, 12;
Z(8, 30; 2, 2): Max: 58; Mean: 56.945; Variance: 0.061975; Size: 400; Time: 93.2555 ms; Top5_Histogram_(relative_to_max): 0 0 24 374 2 ; iter: 1, 3, 6, 12;
Z(8, 31; 2, 2): Max: 59; Mean: 57.985; Variance: 0.024775; Size: 400; Time: 104.513 ms; Top5_Histogram_(relative_to_max): 0 0 8 390 2 ; iter: 1, 3, 6, 12;
Z(8, 32; 2, 2): Max: 60; Mean: 59.355; Variance: 0.228975; Size: 400; Time: 119.696 ms; Top5_Histogram_(relative_to_max): 0 0 0 258 142 ; iter: 1, 3, 6, 12;
Z(8, 33; 2, 2): Max: 59; Mean: 59; Variance: 0; Size: 400; Time: 102.093 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(8, 34; 2, 2): Max: 62; Mean: 61.02; Variance: 0.0296; Size: 400; Time: 111.245 ms; Top5_Histogram_(relative_to_max): 0 0 2 388 10 ; iter: 1, 3, 6, 12;
Z(8, 35; 2, 2): Max: 63; Mean: 62.135; Variance: 0.126775; Size: 400; Time: 123.195 ms; Top5_Histogram_(relative_to_max): 0 0 2 342 56 ; iter: 1, 3, 6, 12;
Z(8, 36; 2, 2): Max: 64; Mean: 63.445; Variance: 0.246975; Size: 400; Time: 141.538 ms; Top5_Histogram_(relative_to_max): 0 0 0 222 178 ; iter: 1, 3, 6, 12;
Z(8, 37; 2, 2): Max: 64; Mean: 63.045; Variance: 0.042975; Size: 400; Time: 123.572 ms; Top5_Histogram_(relative_to_max): 0 0 0 382 18 ; iter: 1, 3, 6, 12;
Z(8, 38; 2, 2): Max: 66; Mean: 65.245; Variance: 0.184975; Size: 400; Time: 131.029 ms; Top5_Histogram_(relative_to_max): 0 0 0 302 98 ; iter: 1, 3, 6, 12;
Z(8, 39; 2, 2): Max: 67; Mean: 66.405; Variance: 0.240975; Size: 400; Time: 143.426 ms; Top5_Histogram_(relative_to_max): 0 0 0 238 162 ; iter: 1, 3, 6, 12;
Z(8, 40; 2, 2): Max: 68; Mean: 67.36; Variance: 0.2304; Size: 400; Time: 164.313 ms; Top5_Histogram_(relative_to_max): 0 0 0 256 144 ; iter: 1, 3, 6, 12;
Z(9, 9; 2, 2): Max: 29; Mean: 28.085; Variance: 0.187775; Size: 400; Time: 19.4868 ms; Top5_Histogram_(relative_to_max): 0 0 22 322 56 ; iter: 1, 3, 6, 12;
Z(9, 10; 2, 2): Max: 31; Mean: 30.97; Variance: 0.0291; Size: 400; Time: 24.0936 ms; Top5_Histogram_(relative_to_max): 0 0 0 12 388 ; iter: 1, 3, 6, 12;
Z(9, 11; 2, 2): Max: 33; Mean: 31.97; Variance: 0.3991; Size: 400; Time: 29.8933 ms; Top5_Histogram_(relative_to_max): 0 0 86 240 74 ; iter: 1, 3, 6, 12;
Z(9, 12; 2, 2): Max: 36; Mean: 36; Variance: 0; Size: 400; Time: 36.7494 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 13; 2, 2): Max: 37; Mean: 35.995; Variance: 0.034975; Size: 400; Time: 30.2382 ms; Top5_Histogram_(relative_to_max): 0 0 8 386 6 ; iter: 1, 3, 6, 12;
Z(9, 14; 2, 2): Max: 39; Mean: 39; Variance: 0; Size: 400; Time: 35.7526 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 15; 2, 2): Max: 40; Mean: 38.88; Variance: 0.2056; Size: 400; Time: 42.981 ms; Top5_Histogram_(relative_to_max): 0 2 62 318 18 ; iter: 1, 3, 6, 12;
Z(9, 16; 2, 2): Max: 42; Mean: 42; Variance: 0; Size: 400; Time: 50.435 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 17; 2, 2): Max: 43; Mean: 42.01; Variance: 0.0499; Size: 400; Time: 43.3596 ms; Top5_Histogram_(relative_to_max): 0 0 8 380 12 ; iter: 1, 3, 6, 12;
Z(9, 18; 2, 2): Max: 45; Mean: 43.955; Variance: 0.072975; Size: 400; Time: 49.9773 ms; Top5_Histogram_(relative_to_max): 0 0 24 370 6 ; iter: 1, 3, 6, 12;
Z(9, 19; 2, 2): Max: 46; Mean: 45.095; Variance: 0.175975; Size: 400; Time: 59.0038 ms; Top5_Histogram_(relative_to_max): 0 0 18 326 56 ; iter: 1, 3, 6, 12;
Z(9, 20; 2, 2): Max: 48; Mean: 47.995; Variance: 0.004975; Size: 400; Time: 67.0012 ms; Top5_Histogram_(relative_to_max): 0 0 0 2 398 ; iter: 1, 3, 6, 12;
Z(9, 21; 2, 2): Max: 49; Mean: 48.01; Variance: 0.0299; Size: 400; Time: 58.7603 ms; Top5_Histogram_(relative_to_max): 0 0 4 388 8 ; iter: 1, 3, 6, 12;
Z(9, 22; 2, 2): Max: 51; Mean: 51; Variance: 0; Size: 400; Time: 64.8292 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 23; 2, 2): Max: 52; Mean: 52; Variance: 0; Size: 400; Time: 72.2651 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 24; 2, 2): Max: 54; Mean: 54; Variance: 0; Size: 400; Time: 86.6517 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 25; 2, 2): Max: 55; Mean: 55; Variance: 0; Size: 400; Time: 76.2981 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 26; 2, 2): Max: 57; Mean: 57; Variance: 0; Size: 400; Time: 84.5277 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 27; 2, 2): Max: 58; Mean: 58; Variance: 0; Size: 400; Time: 90.9064 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 28; 2, 2): Max: 60; Mean: 60; Variance: 0; Size: 400; Time: 107.696 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 29; 2, 2): Max: 61; Mean: 61; Variance: 0; Size: 400; Time: 96.4457 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
Z(9, 30; 2, 2): Max: 63; Mean: 62.1; Variance: 0.13; Size: 400; Time: 104.42 ms; Top5_Histogram_(relative_to_max): 0 0 8 344 48 ; iter: 1, 3, 6, 12;
Z(9, 31; 2, 2): Max: 64; Mean: 64; Variance: 0; Size: 400; Time: 115.575 ms; Top5_Histogram_(relative_to_max): 0 0 0 0 400 ; iter: 1, 3, 6, 12;
